,title,artist,url,participant,playlist_type
18,Wait,M83,youtube.com/watch?v=60-UeAOV5tI&list=PLZEl0b5BNrnHxgPzyJ82L1gpWQHTkNK9S&index=19,EHER,relaxing
19,Happiness Is Easy (1997 Remaster),Talk Talk band,youtube.com/watch?v=gl4lvJmvqQU&list=PLZEl0b5BNrnHxgPzyJ82L1gpWQHTkNK9S&index=20,EHER,relaxing
0,Breaking the Law,Judas Priest,youtube.com/watch?v=BXtPycm5dGc&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=1,SCAE,energizing
1,Lady Of The Lake,Rainbow,youtube.com/watch?v=4ywL7zdamwY&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=2,SCAE,energizing
2,I Can't Explain,Scorpions,youtube.com/watch?v=R0jtHT9FxLs&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=3,SCAE,energizing
3,Queen Of Spades,STYX,youtube.com/watch?v=FXd0JR2SRE8&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=4,SCAE,energizing
4,Nowhere To Run,KISS,youtube.com/watch?v=onSB6B316g8&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=5,SCAE,energizing
5,Metal Health (Bang Your Head),Quiet Riot,youtube.com/watch?v=5EbiRRpaYB4&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=6,SCAE,energizing
6,Rail - Fantasy (1984) HQ,Otto Skorzeny,youtube.com/watch?v=c0TZvawESdk&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=7,SCAE,energizing
7,The Real Me,W.A.S.P.,youtube.com/watch?v=RH-zbFjumww&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=8,SCAE,energizing
8,Lay It on the Line,TriumphAlliedForces,youtube.com/watch?v=SrOZnqm2dLY&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=9,SCAE,energizing
9,Only You Can Rock Me (2008 Remaster),UFO,youtube.com/watch?v=1HH_aWDGu58&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=10,SCAE,energizing
10,Rock the Night,europethebandtv,youtube.com/watch?v=2ASMmke_J70&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=11,SCAE,energizing
11,No Sanctuary (Remastered),Queensrÿche,youtube.com/watch?v=tx0HFK2-3YA&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=12,SCAE,energizing
12,London (Remastered),Queensrÿche,youtube.com/watch?v=3T4u0y3J5bM&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=13,SCAE,energizing
13,The Lady Wore Black (Remastered 2003),Queensrÿche,youtube.com/watch?v=6kig5JYCCUo&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=14,SCAE,energizing
14,Follow Your Heart,TriumphAlliedForces,youtube.com/watch?v=DJiKgXb92lk&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=15,SCAE,energizing
15,Hollywood (Down On Your Luck),Warrant YouTube Channel,youtube.com/watch?v=flUHaEjxM1s&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=16,SCAE,energizing
16,Crazy On You,thebandheart,youtube.com/watch?v=EZ7inhwScSQ&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=17,SCAE,energizing
17,Exciter,KISS,youtube.com/watch?v=4e7QdsNEqrg&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=18,SCAE,energizing
18,Badlands - Winter's Call (1989),Simonas Norkūnas,youtube.com/watch?v=ZVZfm9-k4KI&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=19,SCAE,energizing
19,Sole Survivor,Asia,youtube.com/watch?v=QOMD3oloFss&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=20,SCAE,energizing
20,The Calling,Leatherwolf,youtube.com/watch?v=lI-5wAV-Tu4&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=21,SCAE,energizing
21,Walks Like a Woman,Baton Rouge,youtube.com/watch?v=QgIgYtMd0OA&list=PLZEl0b5BNrnEFYSoc3q-n1ZstSoPOeJAI&index=22,SCAE,energizing
0,Sun Gate,Tangerine Dream,youtube.com/watch?v=jrqK7-uEMS8&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=1,SCAE,relaxing
1,Cloudburst Flight,Tangerine Dream,youtube.com/watch?v=i4Ni-HsWldg&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=2,SCAE,relaxing
2,Too Hot For My Chinchilla,Tangerine Dream,youtube.com/watch?v=4GGGUkgKOBk&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=3,SCAE,relaxing
3,La Isla Bonita,Madonna,youtube.com/watch?v=JZZWHnK6piM&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=4,SCAE,relaxing
4,All Mixed Up,TheCarsOfficial,youtube.com/watch?v=VFXsdQb35Io&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=5,SCAE,relaxing
5,Time (Clock Of The Heart),Culture Club,youtube.com/watch?v=1LaU40Tuv78&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=6,SCAE,relaxing
6,Johnny B. Goode (Long Version) (2002 Remaster),Peter Tosh,youtube.com/watch?v=8muSkr1uJ00&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=7,SCAE,relaxing
7,Europa (Earth's Cry Heaven's Smile),Santana,youtube.com/watch?v=3jdPJQc2TT4&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=8,SCAE,relaxing
8,Lothlórien,enyatv,youtube.com/watch?v=jSsLHfsr5ZI&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=9,SCAE,relaxing
9,Bella,Santana,youtube.com/watch?v=Njr7PBYya74&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=10,SCAE,relaxing
10,Samba Pa Ti,Santana,youtube.com/watch?v=timZoOs9ozo&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=11,SCAE,relaxing
11,Wonderous Stories (2013 Remaster),yesofficial,youtube.com/watch?v=f7pk3iinPBE&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=12,SCAE,relaxing
12,Good Vibrations,The Beach Boys,youtube.com/watch?v=rQ-UFKxDq5o&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=13,SCAE,relaxing
13,Sound and Vision (Remastered),David Bowie,youtube.com/watch?v=UweCQtu0BCc&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=14,SCAE,relaxing
14,Hypnotized,Fleetwood Mac,youtube.com/watch?v=fDzXbdxeeHI&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=15,SCAE,relaxing
15,Wrapped Around Your Finger,The Police,youtube.com/watch?v=E8Yawr0LFUo&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=16,SCAE,relaxing
16,Skyfall,Adele,youtube.com/watch?v=LJzp_mDxaT0&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=17,SCAE,relaxing
17,Stay (2016 Remaster),David Bowie,youtube.com/watch?v=eGuu7NiALvo&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=18,SCAE,relaxing
18,Station to Station (2016 Remaster),David Bowie,youtube.com/watch?v=ZpIhsGg2SJ0&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=19,SCAE,relaxing
19,The Temple Of The King,Rainbow,youtube.com/watch?v=B7nKzCRL_oo&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=20,SCAE,relaxing
20,Photograph,Ringo Starr,youtube.com/watch?v=nevdSt_2PIM&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=21,SCAE,relaxing
21,It Don't Come Easy,Ringo Starr,youtube.com/watch?v=uCD0fPSsdBA&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=22,SCAE,relaxing
22,Year of the Cat (2001 Remaster),Al Stewart,youtube.com/watch?v=Yxy1eF_w7sU&list=PLZEl0b5BNrnEbOB_5PNN6auYcI3dNowKV&index=23,SCAE,relaxing
0,That's How I Got To Memphis,Tom T. Hall,youtube.com/watch?v=hjygPa_4ua4&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=1,FKEE,energizing
1,Immigrant Song (Remaster),Led Zeppelin,youtube.com/watch?v=y8OtzJtp-EM&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=2,FKEE,energizing
2,Black Betty,Leadbelly,youtube.com/watch?v=EW1ti3RAiPg&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=3,FKEE,energizing
3,Sunday Morning Coming Down,Johnny Cash,youtube.com/watch?v=8_xd5jG3JTA&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=4,FKEE,energizing
4,Flesh and Blood,Johnny Cash,youtube.com/watch?v=X-CS-OT8Fco&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=5,FKEE,energizing
5,Wanted Man,Johnny Cash,youtube.com/watch?v=O6JWXqE8W9E&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=6,FKEE,energizing
6,King Of The Road,Roger Miller,youtube.com/watch?v=V28P9kmTpHQ&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=7,FKEE,energizing
7,Bad Company (2015 Remaster),Bad Company,youtube.com/watch?v=45wpuPFZGak&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=8,FKEE,energizing
8,Suspicious Minds,Elvis Presley,youtube.com/watch?v=xt8XQLvKBUs&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=9,FKEE,energizing
9,The WASP (Texas Radio and the Big Beat),The Doors,youtube.com/watch?v=5bdC7k2Nu4s&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=10,FKEE,energizing
10,Synchronicity I,The Police,youtube.com/watch?v=Si5CSpUCDGY&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=11,FKEE,energizing
11,Sunday Bloody Sunday,U2,youtube.com/watch?v=CkeDjLZMRRk&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=12,FKEE,energizing
12,My Old School,Steely Dan,youtube.com/watch?v=rFnwczuvb74&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=13,FKEE,energizing
13,Lady Madonna (Remastered 2015),The Beatles,youtube.com/watch?v=czhd27cN2dg&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=14,FKEE,energizing
14,The Boys Are Back In Town,Thin Lizzy,youtube.com/watch?v=nN120kCiVyQ&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=15,FKEE,energizing
15,We Just Disagree,Dave Mason,youtube.com/watch?v=UM25yd-ePco&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=16,FKEE,energizing
16,Brandy (You're a Fine Girl),Looking Glass,youtube.com/watch?v=CFhFyvk0yS8&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=17,FKEE,energizing
17,Walk Away Renee,The Left Banke,youtube.com/watch?v=HQ8fu44c2p0&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=18,FKEE,energizing
18,Coat of Many Colors,Dolly Parton,youtube.com/watch?v=d5bxmP49ti4&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=19,FKEE,energizing
19,One Tin Soldier (Original Hit Single),The Original Caste,youtube.com/watch?v=VGY9k5PeoQA&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=20,FKEE,energizing
20,Cum on Feel the Noize,Quiet Riot,youtube.com/watch?v=qNREl82ut2U&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=21,FKEE,energizing
21,We're Not Gonna Take It (2016 Remaster),Twisted Sister,youtube.com/watch?v=cTC1TEVo3Aw&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=22,FKEE,energizing
22,Wolverton Mountain,Nat King Cole,youtube.com/watch?v=q7eq2HzAMWk&list=PLZEl0b5BNrnHG6OUdCtcLlO6321RJN-iE&index=23,FKEE,energizing
0,Hey Jude,The Beatles,youtube.com/watch?v=uNv_Bu_L6C8&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=1,FKEE,relaxing
1,He Called Me Baby,CandiMariaStaton,youtube.com/watch?v=2CTvhlWA0HY&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=2,FKEE,relaxing
2,Unchained Melody,Sam Cooke,youtube.com/watch?v=xLf2Xvk9Tho&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=3,FKEE,relaxing
3,Moon River,Frank Sinatra,youtube.com/watch?v=dhKREP12E1k&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=4,FKEE,relaxing
4,Fire and Rain,James Taylor,youtube.com/watch?v=N8u8tASPtwg&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=5,FKEE,relaxing
5,Sweet Baby James,James Taylor,youtube.com/watch?v=k2x0fPgAj_Y&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=6,FKEE,relaxing
6,Kind Woman,Buffalo Springfield,youtube.com/watch?v=MjBW3wxzbHs&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=7,FKEE,relaxing
7,Doctor Wu,Steely Dan,youtube.com/watch?v=ImtdntJQfSs&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=8,FKEE,relaxing
8,Last Song,Edward Bear,youtube.com/watch?v=t7VU_Y7nwUU&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=9,FKEE,relaxing
9,The Year That Clayton Delaney Died,Tom T. Hall,youtube.com/watch?v=cYAk9QrXKP8&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=10,FKEE,relaxing
10,The Old Rugged Cross,Johnny Cash,youtube.com/watch?v=3xWmCQuAvIg&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=11,FKEE,relaxing
11,The Last Thing On My Mind,Tom Paxton,youtube.com/watch?v=PP7A5TPqLn0&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=12,FKEE,relaxing
12,Long Long Time,Linda Ronstadt,youtube.com/watch?v=PrH3OQRgfVc&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=13,FKEE,relaxing
13,Castles in the Air,Don McLean,youtube.com/watch?v=e3vk1V7TWWo&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=14,FKEE,relaxing
14,Wrote A Song For Everyone,Creedence Clearwater Revival,youtube.com/watch?v=2xzYM2N3WlQ&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=15,FKEE,relaxing
15,And I Love You So,Perry Como,youtube.com/watch?v=jhNpWOTpXbs&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=16,FKEE,relaxing
16,Blue Bayou,Roy Orbison,youtube.com/watch?v=kri4VH_Mdd4&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=17,FKEE,relaxing
17,Sing Me Back Home,Merle Haggard,youtube.com/watch?v=ubR_32wvvno&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=18,FKEE,relaxing
18,Out on the Weekend (2009 Remaster),neilyoungchannel,youtube.com/watch?v=TuXMQQtcQ_U&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=19,FKEE,relaxing
19,Brass Buttons,Johnny Rivers,youtube.com/watch?v=sHhzUlwkhy0&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=20,FKEE,relaxing
20,"Look What They've Done To My Song, Ma",Melanie,youtube.com/watch?v=iGpxAqoEjUI&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=21,FKEE,relaxing
21,Rocky Mountain High,John Denver,youtube.com/watch?v=jGcqPnz9nxc&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=22,FKEE,relaxing
22,Early Mornin' Rain (2004 Remaster),"Peter, Paul & Mary",youtube.com/watch?v=OaUS6hHATFg&list=PLZEl0b5BNrnFxxeM5hfocnw7AeVPqzW0O&index=23,FKEE,relaxing
0,Should I Stay or Should I Go (Remastered),The Clash,youtube.com/watch?v=wjZMcWaniA4&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=1,EROS,energizing
1,[I Can't Get No] Satisfaction,The Rolling Stones,youtube.com/watch?v=eUpb-ALfUzc&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=2,EROS,energizing
2,Smells Like Teen Spirit,Nirvana,youtube.com/watch?v=7TDeBi34OtE&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=3,EROS,energizing
3,Once in a Lifetime,Talking Heads,youtube.com/watch?v=KwIGtGdY5OY&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=4,EROS,energizing
4,Panic in Detroit (2013 Remaster),David Bowie,youtube.com/watch?v=CM3fCUmSheY&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=5,EROS,energizing
5,Suffragette City (2012 Remaster),David Bowie,youtube.com/watch?v=rq1bcVOmyjw&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=6,EROS,energizing
6,Gloria: In Excelsis Deo,Patti Smith,youtube.com/watch?v=bXXQNtsBXYU&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=7,EROS,energizing
7,Land: Horses / Land of a Thousand Dances / La Mer (de),Patti Smith,youtube.com/watch?v=cSk6jfln84A&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=8,EROS,energizing
8,Dance This Mess Around,The B-52s,youtube.com/watch?v=Qsb0HlSfUpg&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=9,EROS,energizing
9,52 Girls,The B-52s,youtube.com/watch?v=X049zRjInTQ&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=10,EROS,energizing
10,Temptation,neworder,youtube.com/watch?v=jbWO_L1l7p8&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=11,EROS,energizing
11,Age of Consent (2015 Remaster),neworder,youtube.com/watch?v=gG9fEaITgCk&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=12,EROS,energizing
12,Mystery Achievement (2006 Remaster),Pretenders,youtube.com/watch?v=eDtMUFIdOLY&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=13,EROS,energizing
13,The Phone Call (2006 Remaster),Pretenders,youtube.com/watch?v=GWkSRoeRv_8&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=14,EROS,energizing
14,Now I Need You,Donna Summer,youtube.com/watch?v=3QULneOxzwY&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=15,EROS,energizing
15,Working The Midnight Shift,Donna Summer,youtube.com/watch?v=wEdek4hw3Pc&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=16,EROS,energizing
16,Rumour Has It,Donna Summer,youtube.com/watch?v=mi-QzaZnGjo&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=17,EROS,energizing
17,Everybody Dance (2018 Remaster),Nile Rodgers & CHIC,youtube.com/watch?v=47wnhOXfuCA&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=18,EROS,energizing
18,"Bigmouth Strikes Again (Live in London, 1986)",The Smiths,youtube.com/watch?v=bIjv43VoiGk&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=19,EROS,energizing
19,Breathless,X,youtube.com/watch?v=ympfnwx0_ns&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=20,EROS,energizing
20,I See Red,X,youtube.com/watch?v=njxalBXgK4A&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=21,EROS,energizing
21,You Keep Me Hangin' On,The Supremes,youtube.com/watch?v=oqGlBOUowpI&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=22,EROS,energizing
22,Typical Girls,The Slits,youtube.com/watch?v=W6HjEu-w7cw&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=23,EROS,energizing
23,Oh Bondage! Up Yours!,X-RAY SPEX OFFICIAL,youtube.com/watch?v=FQ2QyCXHUyw&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=24,EROS,energizing
24,I Love You,Donna Summer,youtube.com/watch?v=ccWfzhYLT4k&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=25,EROS,energizing
25,After Dark,Pattie Brooks,youtube.com/watch?v=ZGJDD0wcY1M&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=26,EROS,energizing
26,Youth Against Fascism,Sonic Youth,youtube.com/watch?v=nRvp6GA6pSA&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=27,EROS,energizing
27,The Sprawl,Sonic Youth,youtube.com/watch?v=t6QW1KcDV8M&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=28,EROS,energizing
28,My World Is Empty Without You,The Supremes,youtube.com/watch?v=3a6nmlhUpzo&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=29,EROS,energizing
29,We Are the One,Avengers,youtube.com/watch?v=rHlZ2LF2SkM&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=30,EROS,energizing
30,"More, More, More",The Andrea True Connection,youtube.com/watch?v=pYWiBZlK_VE&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=31,EROS,energizing
31,Love Hangover,Diana Ross,youtube.com/watch?v=Y9-7rcKxIc8&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=32,EROS,energizing
32,My World Is Empty Without You,The Supremes,youtube.com/watch?v=a3YWNsHOz8U&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=33,EROS,energizing
33,After Dark [BONUS MIX],Pattie Brooks,youtube.com/watch?v=5sdlby17n_Y&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=34,EROS,energizing
34,Going Underground,The Jam,youtube.com/watch?v=9KKXXI_mAZY&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=35,EROS,energizing
35,The Sprawl,Sonic Youth,youtube.com/watch?v=EN3QMWcMsGQ&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=36,EROS,energizing
36,Picture This,BlondieMusicOfficial,youtube.com/watch?v=rSI7wFfsHV8&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=37,EROS,energizing
37,Twist & Crawl,The English Beat,youtube.com/watch?v=-AfTcSP4Kr0&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=38,EROS,energizing
38,Doctor's Orders,Carol Douglas,youtube.com/watch?v=qkIy-gdluNg&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=39,EROS,energizing
39,Shame,"Evelyn ""Champagne"" King",youtube.com/watch?v=I3vFw6mkBIg&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=40,EROS,energizing
40,Don't Leave Me This Way,Thelma Houston,youtube.com/watch?v=rUdw7V-FC_Q&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=41,EROS,energizing
41,Can You Feel the Beat,Tina & Ginger,youtube.com/watch?v=txdldKh-FVQ&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=42,EROS,energizing
42,Primary,The Cure,youtube.com/watch?v=7b8WePR_YFs&list=PLZEl0b5BNrnELCxjLR6WE3QHMxY1vLZNk&index=43,EROS,energizing
0,"Norma, Act 1: ""Casta diva"" (Norma, Coro)",Maria Callas,youtube.com/watch?v=718vx_927lU&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=1,DCAT,relaxing
1,"Parry: Jerusalem (With Commentary / Live at Royal Albert Hall, London / 1969-1972)",BBC Chorus,youtube.com/watch?v=DAO6TT1Wk-Y&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=2,DCAT,relaxing
2,"Sonata No. 8 in C Minor for Piano, Op. 13 ""Pathétique"": II. Adagio cantabile",Vladimir Horowitz,youtube.com/watch?v=0DiWHX8JNxw&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=3,DCAT,relaxing
3,Nobody Knows When You're Down And Out,Bessie Smith,youtube.com/watch?v=8hbyhPv7peo&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=4,DCAT,relaxing
4,Someone To Watch Over Me,Ella Fitzgerald,youtube.com/watch?v=YayX4Cn5mts&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=5,DCAT,relaxing
5,Down In The Depths,Ella Fitzgerald,youtube.com/watch?v=uspamA19n2A&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=6,DCAT,relaxing
6,Your Cheatin' Heart,Patsy Cline,youtube.com/watch?v=m3sOWbUjhXs&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=7,DCAT,relaxing
7,I Will Always Love You,Dolly Parton,youtube.com/watch?v=mzjBvR6tnWU&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=8,DCAT,relaxing
8,Adelaide's Lament,The Sign Posters,youtube.com/watch?v=rB2yxY_Wb1I&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=9,DCAT,relaxing
9,Blue Moon,Billie Holiday,youtube.com/watch?v=HkplpL2P9YM&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=10,DCAT,relaxing
10,Lazy River,The Mills Brothers,youtube.com/watch?v=bszZB9i3jYs&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=11,DCAT,relaxing
11,Gabriel's Oboe,AmyGrantOfficial,youtube.com/watch?v=6yODc5wX13Q&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=12,DCAT,relaxing
12,Sheep May Safely Graze (from Cantata No. 208),Eugene Ormandy,youtube.com/watch?v=HcejyX-yzGY&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=13,DCAT,relaxing
13,"Wachet auf, ruft uns die Stimme, BWV 140 ""Sleepers Awake"": I. Wachet auf, ruft uns die Stimme...",Eugene Ormandy,youtube.com/watch?v=z9UFGKMabV0&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=14,DCAT,relaxing
