,title,artist,url,participant,playlist_type
14,Joshua Bell - Tchaikovsky - None but the Lonely Heart,violinmusicfan,youtube.com/watch?v=5HEQqtoAwjY&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=15,DCAT,relaxing
15,O For The Wings Of A Dove,London Philharmonic Choir,youtube.com/watch?v=W7wo8pg_Io8&list=PLZEl0b5BNrnGKE5EdORZlLdB3rWs9kzI0&index=16,DCAT,relaxing
0,"Donizetti: La fille du régiment / Act 1 - ""Ah! mes amis, quel jour de fête!""",Juan Diego Flórez,youtube.com/watch?v=KhoUEdC1fvI&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=1,DCAT,energizing
1,"""Eine kleine Nachtmusik"" - Serenade No. 13 in G Major: I. Allegro",Hungarian Chamber Orchestra,youtube.com/watch?v=BUe8uoDWXrw&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=2,DCAT,energizing
2,That Old Black Magic,Louis Prima,youtube.com/watch?v=UF7DG86WOWU&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=3,DCAT,energizing
3,Sousa: The Liberty Bell (Arr. for Brass Ensemble),Philip Jones Brass Ensemble,youtube.com/watch?v=4j497XX3IgY&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=4,DCAT,energizing
4,Mack the Knife,Louis Armstrong,youtube.com/watch?v=Mq5GCBd63oo&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=5,DCAT,energizing
5,El Capitan,"John Philip Sousa, Stan Medley & United States Marine Band",youtube.com/watch?v=z3BBG67AVok&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=6,DCAT,energizing
6,"The Magic Flute, K. 620, Act II: ""Der Hölle Rache"" (The Queen of the Night's Aria)",Sumi Jo,youtube.com/watch?v=_S0q5HeCY-E&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=7,DCAT,energizing
7,"Mozart: Exsultate, jubilate, K.165",London Symphony Orchestra,youtube.com/watch?v=SyLxDgx_rW4&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=8,DCAT,energizing
8,Mister Sandman,EmmyLouharris,youtube.com/watch?v=z_QC_3X3wEk&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=9,DCAT,energizing
9,Sousa: King Cotton,Elgar Howarth,youtube.com/watch?v=Qi9jwfmucPM&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=10,DCAT,energizing
10,Tous les Matins,Lost Bayou Ramblers,youtube.com/watch?v=GVKhipRRipM&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=11,DCAT,energizing
11,Sail Away Ladies,The Americans,youtube.com/watch?v=OuQ-WFVtKdE&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=12,DCAT,energizing
12,Tomi Tomi,The Hawaiians,youtube.com/watch?v=aKZg0klZuWs&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=13,DCAT,energizing
13,Pop Radio Edit,Marcy Caldwell,youtube.com/watch?v=Re4P6gpF3tQ&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=14,DCAT,energizing
14,Luck Be a Lady,The Sign Posters,youtube.com/watch?v=DtgDMpbomvI&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=15,DCAT,energizing
15,A Bushel and a Peck,The Sign Posters,youtube.com/watch?v=H4Wwvi2SkS8&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=16,DCAT,energizing
16,"Sit Down, You're Rockin' The Boat",The Sign Posters,youtube.com/watch?v=1PdMR-0MYPU&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=17,DCAT,energizing
17,"Kiss Me, Kate: Brush Up Your Shakespeare",Harry Clark,youtube.com/watch?v=J_WRRi-Aq7o&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=18,DCAT,energizing
18,"Kiss Me, Kate Overture (Bonus Track)",Various Artists,youtube.com/watch?v=3nYmX8rJ_Hk&list=PLZEl0b5BNrnFe00nOTYtRK0eTpM99LiPc&index=19,DCAT,energizing
0,White Rabbit,Jefferson Airplane,youtube.com/watch?v=tUXxSIUYyYQ&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=1,EROS,relaxing
1,Aladdin Sane (2013 Remaster),David Bowie,youtube.com/watch?v=bc-E78guBLI&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=2,EROS,relaxing
2,Your Silent Face (2015 Remaster),neworder,youtube.com/watch?v=MEl0Chq36lc&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=3,EROS,relaxing
3,Lovers of Today (2006 Remaster),Pretenders,youtube.com/watch?v=h9ymIii0-E8&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=4,EROS,relaxing
4,All Tomorrow's Parties,The Velvet Underground,youtube.com/watch?v=nfAK-IAlcsY&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=5,EROS,relaxing
5,Femme Fatale,The Velvet Underground,youtube.com/watch?v=ggHPtzVSEeE&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=6,EROS,relaxing
6,How Soon Is Now? (2011 Remaster),The Smiths,youtube.com/watch?v=OztC_7nkAd8&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=7,EROS,relaxing
7,Let's Get It On,Marvin Gaye,youtube.com/watch?v=54LgyqSPfsQ&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=8,EROS,relaxing
8,Reflections,The Supremes,youtube.com/watch?v=rwPBQlt5AXI&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=9,EROS,relaxing
9,Talk of the Town,Pretenders,youtube.com/watch?v=Pvcsa5YToBs&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=10,EROS,relaxing
10,Birds of Paradise,Pretenders,youtube.com/watch?v=ePjT7vQ0AVY&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=11,EROS,relaxing
11,The Killing Moon,Echo & the Bunnymen,youtube.com/watch?v=QFZwuTOu9og&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=12,EROS,relaxing
12,Chain of Fools,Aretha Franklin,youtube.com/watch?v=vJNZTRTd3F8&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=13,EROS,relaxing
13,Wuthering Heights,KateBushMusic,youtube.com/watch?v=fs3Do1KkeXY&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=14,EROS,relaxing
14,Kid (2006 Remaster),Pretenders,youtube.com/watch?v=yFy8fnxuUgo&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=15,EROS,relaxing
15,Sound and Vision (2017 Remaster),David Bowie,youtube.com/watch?v=ZV_UsQPTBy4&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=16,EROS,relaxing
16,On My Honor,Donna Summer,youtube.com/watch?v=QArOFZosYEA&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=17,EROS,relaxing
17,Rock Steady,Aretha Franklin,youtube.com/watch?v=CqhCD09DAMo&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=18,EROS,relaxing
18,Golden Brown,stranglersofficial,youtube.com/watch?v=Qca9ByvLhBA&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=19,EROS,relaxing
19,Just My Imagination (Running Away With Me),The Temptations,youtube.com/watch?v=1g3e3cgktZU&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=20,EROS,relaxing
20,Girlfriend in a Coma (2008 Remaster),The Smiths,youtube.com/watch?v=PdwPc3ug1dI&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=21,EROS,relaxing
21,Boys Don't Cry,The Cure,youtube.com/watch?v=JAHZVS4tb1I&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=22,EROS,relaxing
22,Bela Lugosi's Dead,Bauhaus ,youtube.com/watch?v=eVHvYD-YLEk&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=23,EROS,relaxing
23,Life on Mars? (2015 Remaster),David Bowie,youtube.com/watch?v=Enzxdvo8NOk&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=24,EROS,relaxing
24,Private Life (2006 Remaster),Pretenders,youtube.com/watch?v=SOEq5JeWDnQ&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=25,EROS,relaxing
25,Spanish Harlem,Aretha Franklin,youtube.com/watch?v=QlQLGCeUqZw&list=PLZEl0b5BNrnF0bkhkIEcs9Qibh53nBwIS&index=26,EROS,relaxing
0,"Elgar: Variations on an Original Theme, Op. 36 ""Enigma"" - 9. Nimrod (Adagio)",BBC Symphony Orchestra,youtube.com/watch?v=2PY2hwzACvA&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=1,JPRE,relaxing
1,[1934] Adagio for Strings,Samuel Barber,youtube.com/watch?v=2LPXr9oEmmY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=2,JPRE,relaxing
2,"Double Violin Concerto in D Minor, BWV 1043: I. Vivace",Eugen Duvier,youtube.com/watch?v=TxHYmzJY5o8&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=3,JPRE,relaxing
3,"Double Violin Concerto in D Minor, BWV 1043: II. Largo ma non tanto",Eugen Duvier,youtube.com/watch?v=wjO4EBRaUwY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=4,JPRE,relaxing
4,"Double Violin Concerto in D Minor, BWV 1043: III. Allegro",Eugen Duvier,youtube.com/watch?v=Pmge_luRyA8&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=5,JPRE,relaxing
5,"Clarinet Quintet in A Major, K. 581: I. Allegro",Richard Stoltzman,youtube.com/watch?v=VhcbwfF0jbM&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=6,JPRE,relaxing
6,"Clarinet Quintet in A Major, K. 581: II. Larghetto",Richard Stoltzman,youtube.com/watch?v=coRhYx1V4CU&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=7,JPRE,relaxing
7,"Clarinet Quintet in A Major, K. 581: III. Menuetto",Richard Stoltzman,youtube.com/watch?v=Gx-3TpIoxTY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=8,JPRE,relaxing
8,"Clarinet Quintet in A Major, K. 581: IV. Allegretto con variazioni",Richard Stoltzman,youtube.com/watch?v=98ycWZFWKU0&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=9,JPRE,relaxing
9,"Clarinet Concerto in A Major, K. 622: Allegro",Richard Stoltzman,youtube.com/watch?v=fah-q-pleOA&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=10,JPRE,relaxing
10,"Clarinet Concerto in A Major, K. 622: Adagio",Richard Stoltzman,youtube.com/watch?v=uXRU_xshKuk&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=11,JPRE,relaxing
11,"Clarinet Concerto in A Major, K. 622: Rondo: Allegro",Richard Stoltzman,youtube.com/watch?v=J0_a7ew-U-M&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=12,JPRE,relaxing
12,Twilight Time,The Platters,youtube.com/watch?v=d0nxki7eGg8&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=13,JPRE,relaxing
13,Only You (And You Alone),The Platters,youtube.com/watch?v=nEsMumQRYRU&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=14,JPRE,relaxing
14,Smoke Gets In Your Eyes,The Platters,youtube.com/watch?v=ggrmVdOp3XA&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=15,JPRE,relaxing
15,The Great Pretender,The Platters,youtube.com/watch?v=vC5somoS0pg&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=16,JPRE,relaxing
16,Can't Help Falling In Love,Elvis Presley,youtube.com/watch?v=d9OXQfp1V8k&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=17,JPRE,relaxing
17,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": I. Allegro",Arthur Rubinstein,youtube.com/watch?v=ms6nDrtturc&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=18,JPRE,relaxing
18,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco moto",Arthur Rubinstein,youtube.com/watch?v=BlxMsJCuuW4&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=19,JPRE,relaxing
19,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": III. Rondo. Allegro",Arthur Rubinstein,youtube.com/watch?v=J76_1dg83O4&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=20,JPRE,relaxing
20,"Piano Concerto No. 23 in A Major, K. 488: III. Presto",Arthur Rubinstein,youtube.com/watch?v=YhdgaGUnWpU&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=21,JPRE,relaxing
21,"Piano Concerto No. 20 in D Minor, K. 466: III. Allegro assai",Arthur Rubinstein,youtube.com/watch?v=JRQtamilC7Q&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=22,JPRE,relaxing
22,Piano Concerto No. 21 in C major K. 467: I. Allegro maestoso,Annie Fischer,youtube.com/watch?v=0OjprGmaqIo&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=23,JPRE,relaxing
23,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",Arthur Rubinstein,youtube.com/watch?v=ksxn1Noo-VQ&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=24,JPRE,relaxing
24,"Piano Concerto No. 21 in C Major, K. 467: I. Allegro maestoso",Arthur Rubinstein,youtube.com/watch?v=_mY1YE3ne10&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=25,JPRE,relaxing
25,Appalachian Spring,New York Philharmonic,youtube.com/watch?v=8e3rVcSy3IQ&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=26,JPRE,relaxing
26,Our Town Suite,Aaron Copland,youtube.com/watch?v=BbrkYDvogaY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=27,JPRE,relaxing
27,"Puccini: Turandot / Act 3 - Turandot / Act 3: ""Nessun dorma!"" (Live At Central Park, New York /...",Andrea Bocelli,youtube.com/watch?v=MWhkr_tXNRw&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=28,JPRE,relaxing
28,All I Have To Do Is Dream,The Everly Brothers,youtube.com/watch?v=9yht00g08qY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=29,JPRE,relaxing
29,BEETHOVEN Symphony No  6 (Pastoral) in F Op 68  LEONARD BERNSTEIN,roger bridgland,youtube.com/watch?v=t2VY33VXnrQ&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=30,JPRE,relaxing
30,Gustav Holst - The Planets,olla-vogala,youtube.com/watch?v=eSqb7gD5acY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=31,JPRE,relaxing
31,"Gustav Holst - The Planets, Op. 32",Filharmonia Narodowa,youtube.com/watch?v=3OD_HzdZwKk&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=32,JPRE,relaxing
32,16. Till There Was You - Shirley Jones (The Music Man 1962 Film Soundtrack),Priscilla Lee,youtube.com/watch?v=tkgEXcbyhC8&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=33,JPRE,relaxing
33,"For Elise, Für Elise",Classic FM Orchestra,youtube.com/watch?v=vZJdVuJZX2Q&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=34,JPRE,relaxing
34,"""Moonlight"" Sonata",Valery Lloyd-Watts,youtube.com/watch?v=IwEr7fSyJVk&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=35,JPRE,relaxing
35,"These Foolish Things (Live At The Shrine Auditorium,1957)",Ella Fitzgerald,youtube.com/watch?v=_SqmqKWFm9w&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=36,JPRE,relaxing
36,"Bach: Brandenburg Concerto No. 1 in F major, BWV 1046 (Freiburger Barockorchester)",EuroArtsChannel,youtube.com/watch?v=BOZEj8wyj-I&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=37,JPRE,relaxing
37,"Bach: Brandenburg Concerto No. 2 in F major, BWV 1047 (Freiburger Barockorchester)",EuroArtsChannel,youtube.com/watch?v=3HSRIDtwsfM&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=38,JPRE,relaxing
38,"Bach: Brandenburg Concerto No. 3 in G major, BWV 1048 (Freiburger Barockorchester)",EuroArtsChannel,youtube.com/watch?v=QLj_gMBqHX8&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=39,JPRE,relaxing
39,"Bach: Brandenburg Concerto No. 4 in G major, BWV 1049 (Freiburger Barockorchester)",EuroArtsChannel,youtube.com/watch?v=G6hQvvhqfJo&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=40,JPRE,relaxing
40,"Bach: Brandenburg Concerto No. 5 in D major, BWV 1050 (Freiburger Barockorchester)",EuroArtsChannel,youtube.com/watch?v=_V7oujd9djk&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=41,JPRE,relaxing
41,G. F. Handel: Messiah HWV 56 (fantastic performance),classicalplus,youtube.com/watch?v=JH3T6YwwU9s&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=42,JPRE,relaxing
42,Pachelbel - Canon In D Major. Best version.,diemauerdk,youtube.com/watch?v=NlprozGcs80&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=43,JPRE,relaxing
43,Canon In D | Pachelbel's Canon | 1 Hour Version,jahn aidens,youtube.com/watch?v=qVn2YGvIv0w&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=44,JPRE,relaxing
44,Gjeilo: The Rose,Ola Gjeilo,youtube.com/watch?v=5is4VtXJWv0&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=45,JPRE,relaxing
45,Gjeilo: Ecce Novum,Ola Gjeilo,youtube.com/watch?v=q2OAJnxZarw&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=46,JPRE,relaxing
46,Gjeilo: Days Of Beauty,Ola Gjeilo,youtube.com/watch?v=5-N09H2Dg_E&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=47,JPRE,relaxing
47,Gjeilo: Home,Ola Gjeilo,youtube.com/watch?v=hc7IdXQiBBw&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=48,JPRE,relaxing
48,"Gjeilo: Across The Vast, Eternal Sky",Ola Gjeilo,youtube.com/watch?v=70OoFZzEOTY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=49,JPRE,relaxing
49,Gjeilo: Ave Generosa,Choir Of Royal Holloway,youtube.com/watch?v=JdsZ76c53J4&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=50,JPRE,relaxing
50,Gjeilo: First Snow,Ola Gjeilo,youtube.com/watch?v=jh1DbouTxkw&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=51,JPRE,relaxing
51,Gjeilo: Dawn,Ola Gjeilo,youtube.com/watch?v=0_F76RY7BGU&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=52,JPRE,relaxing
52,Anonymous: Wintertide,Choir Of Royal Holloway,youtube.com/watch?v=RvTv3WdgcWc&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=53,JPRE,relaxing
53,Gjeilo: The Rose II,Ola Gjeilo,youtube.com/watch?v=Esvo-jjcFUY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=54,JPRE,relaxing
54,Ola Gjeilo - Days of Beauty,Ola Gjeilo,youtube.com/watch?v=AQKdwodfljQ&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=55,JPRE,relaxing
55,Mozart Clarinet Concerto in A major K 622 (Full),BLOP888,youtube.com/watch?v=l3EJqvKhYzY&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=56,JPRE,relaxing
56,"Giuseppe Verdi - Rigoletto - Pavarotti, Gruberova, Wixell - Chailly",classicalman,youtube.com/watch?v=fYDI6MWkCW8&list=PLZEl0b5BNrnFwdz20bw1dbkNOcfx-NRIk&index=57,JPRE,relaxing
0,Beauty & the Beatitudes,Waxing Poetics,youtube.com/watch?v=H9UIFIF6kcQ&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=1,TCIE,energizing
1,Vicious,Lou Reed,youtube.com/watch?v=qAjfk1fedGE&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=2,TCIE,energizing
2,Green Eyes,Husker Du,youtube.com/watch?v=HOMqbw7uYTk&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=3,TCIE,energizing
3,Divide And Conquer,Husker Du,youtube.com/watch?v=nEuZeh6PB5Q&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=4,TCIE,energizing
4,I Will Dare,The Replacements,youtube.com/watch?v=Ln3iKL6wF-M&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=5,TCIE,energizing
5,Waitress in the Sky,The Replacements,youtube.com/watch?v=JSQFY59-pqg&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=6,TCIE,energizing
6,Managua,Naked Raygun,youtube.com/watch?v=BzKTvENgr9Y&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=7,TCIE,energizing
7,Here Comes Your Man,PixiesOfficial,youtube.com/watch?v=XYrOmT72xZk&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=8,TCIE,energizing
8,Clampdown (Remastered),The Clash,youtube.com/watch?v=p_WMSJLDwRs&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=9,TCIE,energizing
9,The Guns of Brixton (Remastered),The Clash,youtube.com/watch?v=kyfxGusQPjE&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=10,TCIE,energizing
10,Talk Talk (1997 Remaster),Talk Talk band,youtube.com/watch?v=661x0ppwYxw&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=11,TCIE,energizing
11,Johny Hit and Run Paulene,X,youtube.com/watch?v=oVnvDaFkdwI&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=12,TCIE,energizing
12,Psychotic Reaction,The Cramps,youtube.com/watch?v=iavH6dZAnwQ&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=13,TCIE,energizing
13,Venus - The Original Version,Shocking Blue,youtube.com/watch?v=ghDbKqtuHng&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=14,TCIE,energizing
14,Turbines - Wah Hey!.mpg,fixwithglue,youtube.com/watch?v=n71zcxbUiQ4&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=15,TCIE,energizing
15,Down In The Tube Station At Midnight (Full Version),The Jam,youtube.com/watch?v=rKcc_I9NXvM&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=16,TCIE,energizing
16,Suspect Device,Stiff Little Fingers,youtube.com/watch?v=sPKN19fNoys&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=17,TCIE,energizing
17,I Apologize,Husker Du,youtube.com/watch?v=Dpdf6K83ri4&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=18,TCIE,energizing
18,One Step Beyond,Madness,youtube.com/watch?v=7xPYmUCdLtw&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=19,TCIE,energizing
19,House Of Fun,Madness,youtube.com/watch?v=l4ptHcz-0Lk&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=20,TCIE,energizing
20,Mybabyshe'sallright,Scruffy The Cat,youtube.com/watch?v=Ul9cSr4u7cQ&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=21,TCIE,energizing
21,Ostrogoth-à-gogo,Les Breastfeeders,youtube.com/watch?v=KoTRG7D2QnY&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=22,TCIE,energizing
22,Jump Into The Fire,Harry Nilsson,youtube.com/watch?v=A_r7j_NKFCM&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=23,TCIE,energizing
23,Sing A Simple Song,Sly & The Family Stone,youtube.com/watch?v=n-E_MWAQ9p4&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=24,TCIE,energizing
24,40 Days & 40 Nights,Scruffy The Cat,youtube.com/watch?v=7c_em95ZsaY&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=25,TCIE,energizing
25,Saturday Night In The City Of The Dead,Ultravox,youtube.com/watch?v=pzWLgXUBaBc&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=26,TCIE,energizing
26,Eleven Plus Eleven,Nine Below Zero,youtube.com/watch?v=l77TskL3im0&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=27,TCIE,energizing
27,Genius of Love,TomTomClub.Com,youtube.com/watch?v=AWmEgwS3VUU&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=28,TCIE,energizing
28,Alternative Ulster,Stiff Little Fingers,youtube.com/watch?v=PlGmYetiCjA&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=29,TCIE,energizing
29,Richard Hell & The Voidoids - Blank Generation,Renato Trap,youtube.com/watch?v=tRUpJlV4dL4&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=30,TCIE,energizing
30,Too Drunk to Fuck,Dead Kennedys,youtube.com/watch?v=4ncqvLktdT8&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=31,TCIE,energizing
31,Academy Fight Song,Mission Of Burma,youtube.com/watch?v=gbBBl9jjW0U&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=32,TCIE,energizing
32,See No Evil,Jason,youtube.com/watch?v=puIM6LkKLpI&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=33,TCIE,energizing
33,Personality Crisis,New York Dolls,youtube.com/watch?v=ioixZtoTp00&list=PLZEl0b5BNrnEr8mzixkAcyP6WhAvek3Gz&index=34,TCIE,energizing
